,minimum,maximum
MAR32458,0.0,0.0
MAR32460,-500.0,1000.0
MAR32466,0.0,0.0
MAR32467,-1000.0,1000.0
MAR32468,-500.0,500.0
MAR32469,1e-05,500.0
MAR32470,-500.0,500.0
MAR32471,0.0,0.0
MAR32472,-500.0,500.0
MAR32491,-1000.0,1000.0
MAR32492,0.0,0.0
MAR32494,0.0,0.0
MAR32495,0.0,0.0
MAR32496,-500.0,0.0
MAR32540,-1000.0,1000.0
MAR32541,0.0,0.0
MAR32543,0.0,0.0
MAR32544,0.0,0.0
MAR32545,0.0,0.0
MAR32546,-1000.0,1000.0
MAR32547,0.0,0.0
MAR32549,-500.0,500.0
MAR32550,0.0,0.0
MAR32551,0.0,0.0
MAR32564,-1000.0,1000.0
MAR32565,-500.0,500.0
MAR32567,-1000.0,1000.0
MAR32568,0.0,0.0
MAR32569,0.0,0.0
MAR32582,0.0,0.0
MAR32585,-1000.0,1000.0
MAR32586,0.0,0.0
MAR32598,-500.0,500.0
MAR32600,-500.0,0.0
MAR32616,-1000.0,500.0
MAR32621,-1000.0,1000.0
MAR32623,-999.99999,499.99999
MAR32631,-1000.0,1000.0
MAR32644,-500.0,500.0
MAR32645,-1000.0,1000.0
MAR32646,-1000.0,1000.0
MAR32647,-1000.0,1000.0
MAR32649,-500.0,500.0
MAR32650,0.0,0.0
MAR32651,-500.0,500.0
MAR32652,-500.0,200.0
MAR32671,-1000.0,1000.0
MAR32672,9.999999974752427e-06,500.0
MAR32674,-1000.0,1000.0
MAR32675,0.0,0.0
MAR32676,0.0,0.0
MAR32794,0.0,0.0
MAR32796,0.0,0.0
MAR32800,-500.0,500.0
MAR32810,-1000.0,1000.0
MAR32811,-500.0,500.0
MAR32812,-1000.0,1000.0
MAR32813,-500.0,1000.0
MAR32822,-500.0,500.0
MAR32823,-1000.0,1000.0
MAR32824,-1000.0,1000.0
MAR32825,-1000.0,999.8999531615925
MAR32864,0.0,0.0
MAR32865,0.0,0.0
MAR32866,0.0,0.0
MAR32867,-1000.0,1000.0
MAR32868,0.0,0.0
MAR32869,-500.0,500.0
MAR32875,-1000.0,1000.0
MAR32876,-1000.0,1000.0
MAR32877,0.0,0.0
MAR32879,-1000.0,666.6666666666666
MAR32894,0.0,0.0
MAR32895,0.0,0.0
MAR32896,-1000.0,1000.0
MAR32903,0.0,0.0
MAR32905,-83.33333333333333,0.0
MAR32916,-1000.0,1000.0
MAR32917,-500.0,500.0
MAR32939,-1000.0,1000.0
MAR32940,-1000.0,1000.0
MAR32941,-500.0000000000001,1000.0
MAR32942,-1000.0,1000.0
MAR32943,-1000.0,1000.0
MAR32945,-1000.0,1000.0
MAR32948,-1000.0,1000.0
MAR32965,-1000.0,1000.0
MAR32966,0.0,0.0
MAR32967,-500.0,500.0
MAR32968,-500.00000000000006,0.0
MAR32969,0.0,0.0
MAR32970,-500.0,500.0
MAR32971,0.0,0.0
MAR33015,-1000.0,1000.0
MAR33016,-500.0,500.0
MAR33017,0.0,0.0
MAR33018,-500.0,500.0
MAR33020,0.0,0.0
MAR33022,0.0,0.0
MAR33033,0.0,0.0
MAR33034,-1000.0,1000.0
MAR33041,-500.62371147540983,1000.0
MAR33053,-1000.0,0.0
MAR33081,0.0,0.0
MAR33082,0.0,0.0
MAR33083,-1000.0,1000.0
MAR33084,0.0,0.0
MAR33091,0.0,0.0
MAR33092,0.0,0.0
MAR33100,0.0,0.0
MAR33101,0.0,1000.0
MAR33102,0.0,0.0
MAR33103,-1000.0,499.99999
MAR33104,0.0,0.0
MAR33105,0.0,0.0
MAR33106,-500.0,500.0
MAR33107,-111.11111111111111,0.0
MAR33108,-500.0,500.0
MAR33109,0.0,0.0
MAR33110,0.0,0.0
MAR33111,-500.0,500.0
MAR33112,-1000.0,1000.0
MAR33113,-500.0,500.0
MAR33114,-500.0,500.0
MAR33115,-1000.0,1000.0
MAR33117,0.0,0.0
MAR33118,-500.0,500.0
MAR33119,-1000.0,1000.0
MAR33123,-500.0,500.0
MAR33125,0.0,0.0
MAR33126,0.0,0.0
MAR33134,0.0,0.0
MAR33135,-100.0,0.0
MAR33147,0.0,0.0
MAR33148,-500.0,500.0
MAR33150,-1000.0,1000.0
MAR33152,-500.0,500.0
MAR33158,-500.0,500.0
MAR33160,-1000.0,1000.0
MAR33162,-500.0,500.0
MAR33317,-1000.0,1000.0
MAR33318,0.0,0.0
MAR33319,-1000.0,500.0
MAR33332,0.0,0.0
MAR33333,0.0,0.0
MAR33334,0.0,0.0
MAR33335,0.0,0.0
MAR33336,0.0,0.0
MAR33337,0.0,0.0
MAR33363,0.0,0.0
MAR33364,-1000.0,1000.0
MAR33365,0.0,500.0
MAR33366,-1000.0,1000.0
MAR33367,0.0,0.0
MAR33368,-1000.0,1000.0
MAR33369,0.0,500.0
MAR33370,-500.0,500.0
MAR34516,-1000.0,1000.0
MAR34517,-500.0,500.0
MAR34623,-1000.0,1000.0
MAR34624,-1000.0,0.0
MAR34625,-1000.0,0.0
MAR34626,-1000.0,0.0
MAR34628,-1000.0,1000.0
MAR34641,-1000.0,1000.0
MAR34642,-500.0,500.0
MAR34643,0.0,0.0
MAR34644,-1000.0,1000.0
MAR34646,-1000.0,1000.0
MAR34647,-1000.0,1000.0
MAR34648,-1000.0,1000.0
MAR34649,-500.0,500.0
MAR34650,-1000.0,1000.0
MAR34652,-1000.0,1000.0
MAR34659,-1000.0,1000.0
MAR34660,-500.0,500.0
MAR34661,0.0,0.0
MAR34662,-1000.0,1000.0
MAR34664,-1000.0,1000.0
MAR34683,-1000.0,1000.0
MAR34684,-500.0,500.0
MAR34685,-500.0,500.0
MAR34686,-500.0,500.0
MAR34688,-1000.0,1000.0
MAR34689,-1000.0,1000.0
MAR34690,-1000.0,1000.0
MAR34691,-500.0,500.0
MAR34692,-1000.0,1000.0
MAR34694,-1000.0,1000.0
MAR34695,-500.0,500.0
MAR34696,-1000.0,1000.0
MAR34697,0.0,0.0
MAR34699,0.0,0.0
MAR34701,-1000.0,1000.0
MAR34720,-1000.0,1000.0
MAR34721,-1000.0,1000.0
MAR34722,-1000.0,1000.0
MAR34723,-1000.0,1000.0
MAR34725,-1000.0,1000.0
MAR34732,-1000.0,1000.0
MAR34733,-1000.0,1000.0
MAR34734,-1000.0,1000.0
MAR34735,-1000.0,1000.0
MAR34737,-1000.0,1000.0
MAR34750,-1000.0,1000.0
MAR34751,-1000.0,0.0
MAR34752,-1000.0,0.0
MAR34753,-1000.0,0.0
MAR34755,-1000.0,1000.0
MAR34762,-1000.0,1000.0
MAR34763,-1000.0,0.0
MAR34764,-1000.0,0.0
MAR34765,-1000.0,0.0
MAR34767,-1000.0,1000.0
MAR34768,-1000.0,1000.0
MAR34769,-1000.0,1000.0
MAR34770,-1000.0,1000.0
MAR34772,-1000.0,1000.0
MAR34774,-1000.0,1000.0
MAR34788,-1000.0,1000.0
MAR34789,-500.0,500.0
MAR34790,-1000.0,1000.0
MAR34791,-500.0,500.0
MAR34793,-1000.0,1000.0
MAR34794,-1000.0,1000.0
MAR34795,-1000.0,1000.0
MAR34796,-500.0,500.0
MAR34797,-1000.0,1000.0
MAR34799,-1000.0,1000.0
MAR34806,-1000.0,1000.0
MAR34807,-1000.0,1000.0
MAR34808,-500.0,500.0
MAR34809,-1000.0,1000.0
MAR34811,-1000.0,1000.0
MAR34818,-1000.0,1000.0
MAR34819,-500.0,500.0
MAR34820,-500.0,500.0
MAR34821,0.0,500.0
MAR34823,-1000.0,1000.0
MAR34824,-1000.0,1000.0
MAR34825,-1000.0,1000.0
MAR34826,-500.0,500.0
MAR34827,-1000.0,1000.0
MAR34829,-1000.0,1000.0
MAR34836,-1000.0,1000.0
MAR34837,-1000.0,1000.0
MAR34838,-500.0,500.0
MAR34839,-1000.0,1000.0
MAR34841,-1000.0,1000.0
MAR34842,-1000.0,1000.0
MAR34843,-1000.0,1000.0
MAR34844,-500.0,500.0
MAR34845,-1000.0,1000.0
MAR34847,-1000.0,1000.0
MAR34848,-1000.0,1000.0
MAR34849,-1000.0,1000.0
MAR34850,-500.0,500.0
MAR34851,-1000.0,1000.0
MAR34853,-1000.0,1000.0
MAR34854,-1000.0,1000.0
MAR34855,-500.0,500.0
MAR34856,-500.0,500.0
MAR34857,0.0,0.0
MAR34859,-1000.0,1000.0
MAR34860,0.0,0.0
MAR34861,0.0,0.0
MAR34862,-500.0,500.0
MAR34866,0.0,0.0
MAR34867,-500.0,500.0
MAR34868,-500.0,500.0
MAR34869,0.0,0.0
MAR34870,-500.0,500.0
MAR34871,-500.0,500.0
MAR34873,-500.0,499.99999
MAR34905,-500.0,750.0
MAR34906,-500.0,500.0
MAR34907,-500.0,500.0
MAR34909,-1000.0,1000.0
MAR34911,-500.0,500.0
MAR34912,-500.0,500.0
MAR34913,0.0,0.0
MAR34915,-500.0,500.0
MAR34916,-500.0,1000.0
MAR34917,0.0,0.0
MAR34918,0.0,0.0
MAR34919,-1000.0,1000.0
MAR34920,0.0,0.0
MAR35024,-1000.0,1000.0
MAR35025,-1000.0,1000.0
MAR35026,-1000.0,1000.0
MAR35027,-500.0,500.0
MAR35028,0.0,0.0
MAR35032,-500.0,0.2050020500205002
MAR35034,-1000.0,1000.0
MAR35482,-500.0,500.0
MAR35483,-1000.0,1000.0
MAR35484,-500.0,500.0
MAR35488,-500.0,500.0
MAR35490,-1000.0,1000.0
MAR35491,-1000.0,1000.0
MAR35492,-500.0,500.0
MAR35493,-1000.0,1000.0
MAR35494,-500.0,500.0
MAR35498,-500.0,500.0
MAR35500,-1000.0,1000.0
MAR35501,-1000.0,1000.0
MAR35502,-500.0,500.0
MAR35503,-1000.0,1000.0
MAR35504,-500.0,500.0
MAR35508,-500.0,500.0
MAR35510,-1000.0,1000.0
MAR35511,-1000.0,1000.0
MAR35512,-500.0,500.0
MAR35513,-1000.0,1000.0
MAR35514,-500.0,500.0
MAR35518,-500.0,500.0
MAR35520,-1000.0,1000.0
MAR35521,-1000.0,1000.0
MAR35522,-500.0,500.0
MAR35523,-1000.0,1000.0
MAR35524,-500.0,500.0
MAR35528,-500.0,500.0
MAR35530,-1000.0,1000.0
MAR35531,-1000.0,1000.0
MAR35532,-500.0,500.0
MAR35533,-500.0,500.0
MAR35534,-1000.0,1000.0
MAR35535,-500.0,500.0
MAR35539,-500.0,500.0
MAR35541,-1000.0,1000.0
MAR35542,-1000.0,1000.0
MAR35543,-500.0,500.0
MAR35985,-500.0,500.0
MAR35986,-500.0,500.0
MAR36000,0.0,0.0
MAR36001,-1000.0,1000.0
MAR36002,0.0,0.0
MAR36012,-500.0,500.0
MAR36013,-1000.0,1000.0
MAR36014,0.0,0.0
MAR36015,0.0,0.0
MAR36016,-1000.0,1000.0
MAR36017,-500.0,500.0
MAR36045,-1000.0,1000.0
MAR36046,-1000.0,1000.0
MAR36047,-1000.0,1000.0
MAR36050,0.0,0.0
MAR36051,-500.0,500.0
